title,main_genre,main_company,budget,revenue,profit,runtime,original_language,vote_average,release_date,popularity,profit_category,budget_category,roi
Eat Pray Love,Drama,Columbia Pictures,60000000,204594016,144594016,133.0,en,5.8,2010-08-12,28.800112,High Profit,Medium Budget,3.4099002666666665
RED,Action,DC Comics,58000000,71664962,13664962,111.0,en,6.6,2010-10-13,41.430245,Medium Profit,Medium Budget,1.2356027931034483
Any Given Sunday,Drama,Donners' Company,55000000,100230832,45230832,163.0,en,6.8,1999-12-16,23.127561,Medium Profit,Medium Budget,1.8223787636363635
The Horse Whisperer,Drama,Wildwood Enterprises,60000000,186883563,126883563,170.0,en,6.7,1998-05-14,12.867352,High Profit,Medium Budget,3.11472605
Collateral,Drama,Paramount Pictures,65000000,217764291,152764291,120.0,en,7.0,2004-08-04,44.815022,High Profit,Medium Budget,3.3502198615384615
The Scorpion King,Action,Universal Pictures,60000000,165333180,105333180,92.0,en,5.3,2002-04-16,37.537093,High Profit,Medium Budget,2.755553
Ladder 49,Drama,Casey Silver Productions,60000000,74541707,14541707,115.0,en,6.2,2004-10-01,10.99991,Medium Profit,Medium Budget,1.2423617833333334
Jack Reacher,Crime,Paramount Pictures,60000000,218340595,158340595,130.0,en,6.3,2012-12-20,56.868399,High Profit,Medium Budget,3.6390099166666667
Deep Blue Sea,Action,Village Roadshow Pictures,60000000,73648228,13648228,105.0,en,5.6,1999-07-28,22.991269,Medium Profit,Medium Budget,1.2274704666666667
Contagion,Drama,Double Feature Films,60000000,137551594,77551594,106.0,en,6.2,2011-09-08,38.820858,Medium Profit,Medium Budget,2.2925265666666665
Coraline,Animation,Focus Features,60000000,124596398,64596398,100.0,en,7.3,2009-02-05,51.146047,Medium Profit,Medium Budget,2.0766066333333333
The Happening,Thriller,Spyglass Entertainment,60000000,163403799,103403799,91.0,en,4.9,2008-06-11,20.501582,High Profit,Medium Budget,2.72339665
Man on Fire,Action,Regency Enterprises,70000000,130293714,60293714,146.0,en,7.3,2004-04-23,45.299089,Medium Profit,Medium Budget,1.8613387714285714
The Shaggy Dog,Comedy,Walt Disney Pictures,50000000,61112916,11112916,98.0,en,4.5,2006-03-09,4.280619,Medium Profit,Medium Budget,1.22225832
Starsky & Hutch,Comedy,Weed Road Pictures,60000000,170268750,110268750,101.0,en,5.6,2004-03-05,28.848842,High Profit,Medium Budget,2.8378125
Jingle All the Way,Family,Twentieth Century Fox Film Corporation,60000000,129832389,69832389,89.0,en,5.5,1996-11-15,22.501041,Medium Profit,Medium Budget,2.16387315
Hellboy,Fantasy,Revolution Studios,66000000,99318987,33318987,122.0,en,6.5,2004-04-02,47.479755,Medium Profit,Medium Budget,1.5048331363636365
A Civil Action,Drama,Paramount Pictures,70000000,56702901,-13297099,115.0,en,6.1,1998-03-05,10.147321,Loss,Medium Budget,0.8100414428571429
ParaNorman,Family,Focus Features,60000000,107139399,47139399,90.0,en,6.7,2012-08-03,39.539045,Medium Profit,Medium Budget,1.78565665
The Jackal,Action,Universal Pictures,60000000,159330280,99330280,124.0,en,6.1,1997-11-14,19.747459,Medium Profit,Medium Budget,2.655504666666667
Paycheck,Action,Paramount Pictures,60000000,96269812,36269812,119.0,en,5.9,2003-12-25,29.018826,Medium Profit,Medium Budget,1.6044968666666666
The Tale of Despereaux,Adventure,Larger Than Life Productions,60000000,50877145,-9122855,93.0,en,5.8,2008-12-19,16.493576,Loss,Medium Budget,0.8479524166666667
Under Siege 2: Dark Territory,Action,Regency Enterprises,60000000,104324083,44324083,100.0,en,5.6,1995-07-13,13.080725,Medium Profit,Medium Budget,1.7387347166666667
Jack Ryan: Shadow Recruit,Action,Paramount Pictures,60000000,50549107,-9450893,105.0,en,5.9,2014-01-15,42.538258,Loss,Medium Budget,0.8424851166666667
Joy,Drama,Fox 2000 Pictures,60000000,101134059,41134059,124.0,en,6.4,2015-12-24,29.876507,Medium Profit,Medium Budget,1.68556765
London Has Fallen,Action,Millennium Films,60000000,205754447,145754447,99.0,en,5.8,2016-03-02,61.849521,High Profit,Medium Budget,3.4292407833333334
Alien: Resurrection,Science Fiction,Twentieth Century Fox Film Corporation,70000000,162000000,92000000,109.0,en,5.9,1997-11-12,37.44963,Medium Profit,Medium Budget,2.3142857142857145
Shooter,Action,Paramount Pictures,61000000,95696996,34696996,124.0,en,6.9,2007-03-22,37.378081,Medium Profit,Medium Budget,1.568803213114754
The Boxtrolls,Animation,Laika Entertainment,60000000,108255770,48255770,97.0,en,6.6,2014-09-10,30.656345,Medium Profit,Medium Budget,1.8042628333333333
Practical Magic,Drama,Village Roadshow Pictures,75000000,46683377,-28316623,104.0,en,6.3,1998-10-16,15.142701,Loss,Medium Budget,0.6224450266666667
The Lego Movie,Adventure,Village Roadshow Pictures,60000000,469160692,409160692,100.0,en,7.5,2014-02-06,59.547928,High Profit,Medium Budget,7.8193448666666665
Reign of Fire,Adventure,The Zanuck Company,60000000,43061982,-16938018,101.0,en,6.0,2002-07-12,27.615108,Loss,Medium Budget,0.7176997
Gangster Squad,Crime,Village Roadshow Pictures,60000000,105200903,45200903,113.0,en,6.2,2013-01-10,29.041198,Medium Profit,Medium Budget,1.7533483833333334
Year One,Comedy,Columbia Pictures,60000000,62357900,2357900,97.0,en,4.6,2009-06-18,25.293538,Medium Profit,Medium Budget,1.0392983333333334
Invictus,Drama,Spyglass Entertainment,60000000,122233971,62233971,134.0,en,7.0,2009-12-10,23.85119,Medium Profit,Medium Budget,2.03723285
State of Play,Action,Universal Pictures,60000000,87784194,27784194,127.0,en,6.7,2009-04-17,21.685719,Medium Profit,Medium Budget,1.4630699
Duplicity,Romance,Universal Pictures,78146652,60000000,-18146652,125.0,en,5.7,2009-03-19,13.630049,Loss,Medium Budget,0.7677872111526928
My Favorite Martian,Comedy,Walt Disney Pictures,65000000,36850101,-28149899,94.0,en,5.1,1999-02-11,6.80692,Loss,Medium Budget,0.5669246307692307
The Sentinel,Action,Twentieth Century Fox Film Corporation,60000000,77920346,17920346,108.0,en,5.8,2006-04-19,15.352807,Medium Profit,Medium Budget,1.2986724333333333
Planet 51,Science Fiction,TriStar Pictures,70000000,104945765,34945765,91.0,en,5.6,2009-11-19,23.661071,Medium Profit,Medium Budget,1.4992252142857143
Star Trek: Nemesis,Science Fiction,Paramount Pictures,60000000,67312826,7312826,117.0,en,6.1,2002-12-13,21.605533,Medium Profit,Medium Budget,1.1218804333333334
Intolerable Cruelty,Crime,Imagine Entertainment,60000000,119940815,59940815,100.0,en,5.8,2003-09-02,22.620125,Medium Profit,Medium Budget,1.9990135833333333
Edge of Darkness,Crime,Icon Productions,80000000,74901339,-5098661,117.0,en,6.2,2010-01-29,24.657931,Loss,Medium Budget,0.9362667375
The Relic,Horror,Paramount Pictures,60000000,33956608,-26043392,110.0,en,5.8,1997-01-10,12.621769,Loss,Medium Budget,0.5659434666666666
Analyze That,Comedy,Village Roadshow Pictures,60000000,55003135,-4996865,96.0,en,5.7,2002-12-06,21.08952,Loss,Medium Budget,0.9167189166666667
Righteous Kill,Action,Grosvenor Park Media Ltd.,60000000,73174566,13174566,101.0,en,5.9,2008-09-11,18.380176,Medium Profit,Medium Budget,1.2195761
The Soloist,Drama,DreamWorks,60000000,31720158,-28279842,109.0,en,6.6,2009-04-24,17.299333,Loss,Medium Budget,0.5286693
The Legend of Bagger Vance,Fantasy,DreamWorks SKG,80000000,39459427,-40540573,126.0,en,6.3,2000-11-02,16.848899,Loss,Medium Budget,0.4932428375
Almost Famous,Drama,Columbia Pictures,60000000,47383689,-12616311,122.0,en,7.4,2000-09-15,21.547446,Loss,Medium Budget,0.78972815
xXx: State of the Union,Action,Original Film,60000000,71073932,11073932,101.0,en,4.7,2005-04-27,36.689223,Medium Profit,Medium Budget,1.1845655333333334
Priest,Action,Screen Gems,60000000,78309131,18309131,87.0,en,5.4,2011-05-05,28.350927,Medium Profit,Medium Budget,1.3051521833333333
Sinbad: Legend of the Seven Seas,Family,DreamWorks Animation,60000000,26288320,-33711680,86.0,en,6.6,2003-07-02,18.815442,Loss,Medium Budget,0.4381386666666667
Event Horizon,Horror,Paramount Pictures,60000000,26673242,-33326758,96.0,en,6.5,1997-08-15,29.787135,Loss,Medium Budget,0.4445540333333333
Dragonfly,Drama,Universal Pictures,60000000,52322400,-7677600,104.0,en,6.1,2002-02-22,8.927137,Loss,Medium Budget,0.87204
The Black Dahlia,Drama,Universal Pictures,50000000,49111202,-888798,121.0,en,5.7,2006-09-15,15.213484,Loss,Medium Budget,0.98222404
Flyboys,Action,Ingenious Film Partners,60000000,17800000,-42200000,140.0,en,6.3,2006-09-22,13.155999,Loss,Medium Budget,0.2966666666666667
The Last Castle,Action,DreamWorks SKG,72000000,27642707,-44357293,131.0,en,7.0,2001-10-19,15.433244,Loss,Medium Budget,0.38392648611111113
Supernova,Horror,United Artists,90000000,14828081,-75171919,91.0,en,4.9,2000-01-14,5.762037,Loss,Medium Budget,0.16475645555555554
Winter's Tale,Drama,Village Roadshow Pictures,60000000,30800231,-29199769,118.0,en,6.0,2014-02-13,22.736038,Loss,Medium Budget,0.5133371833333333
The Mortal Instruments: City of Bones,Action,Constantin Film Produktion,60000000,90565421,30565421,130.0,en,6.2,2013-08-21,45.514031,Medium Profit,Medium Budget,1.5094236833333334
Meet Dave,Comedy,Twentieth Century Fox Film Corporation,60000000,50650079,-9349921,90.0,en,5.0,2008-07-08,18.676291,Loss,Medium Budget,0.8441679833333333
Dark Water,Drama,Vertigo Entertainment,30000000,25473093,-4526907,105.0,en,5.3,2005-06-27,14.376463,Loss,Low Budget,0.8491031
Inkheart,Adventure,New Line Cinema,60000000,57490374,-2509626,106.0,en,6.0,2008-12-11,27.018886,Loss,Medium Budget,0.9581729
The Spirit,Action,DC Comics,60000000,39031337,-20968663,103.0,en,4.7,2008-12-25,14.84856,Loss,Medium Budget,0.6505222833333333
Mortdecai,Comedy,Lionsgate,60000000,30418560,-29581440,106.0,en,5.4,2015-01-21,52.417529,Loss,Medium Budget,0.506976
The Monkey King 2,Action,Filmko Pictures,68490000,193677158,125187158,120.0,zh,6.0,2016-01-22,4.72629,High Profit,Medium Budget,2.8278165863629727
The Great Raid,Action,Lawrence Bender Productions,80000000,10166502,-69833498,132.0,en,6.8,2005-08-12,8.923215,Loss,Medium Budget,0.127081275
Deadpool,Action,Twentieth Century Fox Film Corporation,58000000,783112979,725112979,108.0,en,7.4,2016-02-09,514.569956,High Profit,Medium Budget,13.501947913793103
American Sniper,War,Village Roadshow Pictures,58800000,542307423,483507423,133.0,en,7.4,2014-12-11,87.53437,High Profit,Medium Budget,9.222915357142858
Goosebumps,Adventure,Columbia Pictures,58000000,158162788,100162788,103.0,en,6.2,2015-08-05,45.351617,High Profit,Medium Budget,2.7269446206896553
Just Like Heaven,Comedy,DreamWorks SKG,58000000,102854431,44854431,95.0,en,6.5,2005-09-16,13.43573,Medium Profit,Medium Budget,1.7733522586206896
The Flintstones in Viva Rock Vegas,Science Fiction,Universal Pictures,83000000,59468275,-23531725,90.0,en,4.4,2000-04-28,6.248309,Loss,Medium Budget,0.7164852409638555
Rambo III,Action,TriStar Pictures,63000000,189015611,126015611,102.0,en,5.7,1988-05-24,31.294717,High Profit,Medium Budget,3.000247793650794
Leatherheads,Comedy,Universal Pictures,58000000,41299492,-16700508,114.0,en,5.7,2008-03-24,7.739276,Loss,Medium Budget,0.7120602068965517
Did You Hear About the Morgans?,Comedy,Columbia Pictures,58000000,85280250,27280250,103.0,en,5.1,2009-12-17,14.403696,Medium Profit,Medium Budget,1.4703491379310345
The Internship,Comedy,Twentieth Century Fox Film Corporation,58000000,44000000,-14000000,119.0,en,6.1,2013-06-07,1.551497,Loss,Medium Budget,0.7586206896551724
Resident Evil: Afterlife,Action,Impact Pictures,60000000,300228084,240228084,97.0,en,5.8,2010-09-09,2.143764,High Profit,Medium Budget,5.0038014
Red Tails,Drama,Lucasfilm,58000000,50365377,-7634623,125.0,en,5.9,2012-01-19,12.29603,Loss,Medium Budget,0.8683685689655173
The Devil's Advocate,Drama,Regency Enterprises,57000000,152944660,95944660,144.0,en,7.2,1997-10-17,33.8473,Medium Profit,Medium Budget,2.683239649122807
That's My Boy,Comedy,Columbia Pictures,70000000,58058367,-11941633,116.0,en,5.5,2012-06-14,21.723897,Loss,Medium Budget,0.8294052428571429
DragonHeart,Fantasy,Universal Pictures,57000000,115267375,58267375,103.0,en,6.4,1996-05-31,31.791979,Medium Profit,Medium Budget,2.022234649122807
After the Sunset,Action,New Line Cinema,60000000,61347797,1347797,97.0,en,6.0,2004-11-12,14.113066,Medium Profit,Medium Budget,1.0224632833333334
Ghost Rider: Spirit of Vengeance,Action,Columbia Pictures,57000000,149217355,92217355,95.0,en,4.7,2011-12-10,48.622278,Medium Profit,Medium Budget,2.6178483333333333
Captain Corelli's Mandolin,Drama,Miramax Films,57000000,62112895,5112895,131.0,en,5.5,2001-08-17,9.061866,Medium Profit,Medium Budget,1.0896999122807018
The Pacifier,Action,Walt Disney Pictures,56000000,113006880,57006880,95.0,en,5.8,2005-03-04,35.4763,Medium Profit,Medium Budget,2.01798
Walking Tall,Adventure,Metro-Goldwyn-Mayer (MGM),56000000,57223890,1223890,86.0,en,6.0,2004-04-02,23.438398,Medium Profit,Medium Budget,1.0218551785714285
Forrest Gump,Comedy,Paramount Pictures,55000000,677945399,622945399,142.0,en,8.2,1994-07-06,138.133331,High Profit,Medium Budget,12.326279981818182
Alvin and the Chipmunks,Comedy,Dune Entertainment,60000000,361366633,301366633,92.0,en,5.5,2007-12-13,47.336034,High Profit,Medium Budget,6.022777216666666
Meet the Parents,Comedy,DreamWorks SKG,55000000,330444045,275444045,108.0,en,6.6,2000-10-06,29.97224,High Profit,Medium Budget,6.008073545454545
Pocahontas,Adventure,Walt Disney Pictures,55000000,346079773,291079773,81.0,en,6.7,1995-06-14,47.845589,High Profit,Medium Budget,6.292359509090909
Superman,Action,Warner Bros.,55000000,300218018,245218018,143.0,en,6.9,1978-12-13,48.507081,High Profit,Medium Budget,5.458509418181818
The Nutty Professor,Fantasy,Imagine Entertainment,54000000,128769345,74769345,95.0,en,5.4,1996-06-26,20.28119,Medium Profit,Medium Budget,2.3846175
Hitch,Comedy,Columbia Pictures Corporation,70000000,368100420,298100420,118.0,en,6.4,2005-02-10,34.576913,High Profit,Medium Budget,5.258577428571429
American Wedding,Comedy,Universal Pictures,55000000,231449203,176449203,103.0,en,6.0,2003-08-01,36.194802,High Profit,Medium Budget,4.208167327272728
Captain Phillips,Action,Columbia Pictures,55000000,95000000,40000000,134.0,en,7.6,2013-10-10,52.786917,Medium Profit,Medium Budget,1.7272727272727273
Date Night,Comedy,Twentieth Century Fox Film Corporation,55000000,152263880,97263880,97.0,en,5.9,2010-04-08,38.06168,Medium Profit,Medium Budget,2.768434181818182
Casper,Fantasy,Universal Pictures,50000000,287928194,237928194,100.0,en,6.0,1995-05-26,19.830132,High Profit,Medium Budget,5.75856388
The Equalizer,Thriller,Columbia Pictures,55000000,192330738,137330738,132.0,en,7.1,2014-09-24,79.922059,High Profit,Medium Budget,3.496922509090909
Maid in Manhattan,Comedy,Red Om Films,55000000,154906693,99906693,105.0,en,5.6,2002-12-13,19.738215,Medium Profit,Medium Budget,2.8164853272727273
Crimson Tide,Action,Hollywood Pictures,53000000,157387195,104387195,116.0,en,7.0,1995-05-12,20.334629,High Profit,Medium Budget,2.969569716981132
The Pursuit of Happyness,Drama,Columbia Pictures Corporation,55000000,307077295,252077295,117.0,en,7.7,2006-12-14,80.581367,High Profit,Medium Budget,5.583223545454546
Flightplan,Thriller,Imagine Entertainment,55000000,223387299,168387299,98.0,en,6.1,2005-09-22,32.05145,High Profit,Medium Budget,4.061587254545454
Disclosure,Drama,Warner Bros.,55000000,214015089,159015089,123.0,en,5.9,1994-12-09,15.064058,High Profit,Medium Budget,3.891183436363636
City of Angels,Drama,Atlas Entertainment,55000000,198685114,143685114,114.0,en,6.4,1998-04-10,21.272734,High Profit,Medium Budget,3.612456618181818
Kill Bill: Vol. 1,Action,Miramax Films,30000000,180949000,150949000,111.0,en,7.7,2003-10-10,79.754966,High Profit,Low Budget,6.031633333333334
Kill Bill: Vol. 2,Action,Miramax Films,30000000,152159461,122159461,136.0,en,7.6,2004-04-16,50.622607,High Profit,Low Budget,5.071982033333334
Tango & Cash,Action,Warner Bros.,55000000,63408614,8408614,104.0,en,6.1,1989-12-22,22.787667,Medium Profit,Medium Budget,1.1528838909090908
Death Becomes Her,Fantasy,Universal Pictures,55000000,149022650,94022650,104.0,en,6.3,1992-07-30,29.498304,Medium Profit,Medium Budget,2.7095027272727275
Shanghai Noon,Adventure,Spyglass Entertainment,55000000,56932305,1932305,110.0,en,6.2,2000-05-26,25.400935,Medium Profit,Medium Budget,1.0351328181818182
Executive Decision,Action,Silver Pictures,55000000,121969216,66969216,133.0,en,5.8,1996-03-15,17.231675,Medium Profit,Medium Budget,2.217622109090909
Mr. Popper's Penguins,Comedy,Twentieth Century Fox Film Corporation,55000000,187361754,132361754,94.0,en,5.7,2011-06-17,32.835777,High Profit,Medium Budget,3.4065773454545454
The Forbidden Kingdom,Action,Casey Silver Productions,55000000,127906624,72906624,104.0,en,6.3,2008-04-18,17.097041,Medium Profit,Medium Budget,2.325574981818182
Free Birds,Animation,Reel FX Creative Studios,55000000,110000000,55000000,91.0,en,5.7,2013-10-30,14.414937,Medium Profit,Medium Budget,2.0
Alien³,Science Fiction,Twentieth Century Fox Film Corporation,50000000,159773545,109773545,114.0,en,6.2,1992-05-22,45.856409,High Profit,Medium Budget,3.1954709
Evita,History,Hollywood Pictures,55000000,141047179,86047179,134.0,en,5.9,1996-12-14,7.027139,Medium Profit,Medium Budget,2.564494163636364
Ronin,Action,United Artists,55000000,41610884,-13389116,122.0,en,6.7,1998-09-25,32.657488,Loss,Medium Budget,0.7565615272727273
The Ghost and the Darkness,Adventure,Constellation Films,50000000,75000000,25000000,109.0,en,6.4,1996-10-11,12.46525,Medium Profit,Medium Budget,1.5
Paddington,Family,The Weinstein Company,55000000,259207227,204207227,95.0,en,7.0,2014-11-27,39.882276,High Profit,Medium Budget,4.712858672727273
The Watch,Comedy,Ingenious Film Partners,68000000,68267862,267862,98.0,en,5.3,2012-07-26,39.395881,Medium Profit,Medium Budget,1.0039391470588235
The Hunted,Drama,Lakeshore Entertainment,55000000,34234008,-20765992,94.0,en,6.0,2003-03-11,8.634954,Loss,Medium Budget,0.6224365090909091
Stuck on You,Comedy,Twentieth Century Fox Film Corporation,55000000,33828318,-21171682,118.0,en,5.1,2003-12-10,8.802525,Loss,Medium Budget,0.6150603272727273
The Pirates! In an Adventure with Scientists!,Animation,Columbia Pictures,60000000,118338361,58338361,88.0,en,6.4,2012-03-12,23.700759,Medium Profit,Medium Budget,1.9723060166666666
Changeling,Crime,Imagine Entertainment,55000000,113020255,58020255,141.0,en,7.3,2008-01-30,27.50916,Medium Profit,Medium Budget,2.0549137272727274
Chain Reaction,Action,Twentieth Century Fox Film Corporation,50000000,60209334,10209334,107.0,en,5.3,1996-08-02,20.58862,Medium Profit,Medium Budget,1.20418668
The Fan,Drama,TriStar Pictures,55000000,18626419,-36373581,116.0,en,5.7,1996-08-15,4.366488,Loss,Medium Budget,0.33866216363636364
